listing_id,date
41753,2011-07-31
41753,2011-08-04
41753,2011-08-16
41753,2011-08-23
41753,2011-09-10
41753,2011-09-20
41753,2011-09-28
41753,2011-10-12
41753,2011-10-22
41753,2011-11-01
41753,2011-11-30
41753,2011-12-12
41753,2011-12-22
41753,2012-01-02
41753,2012-04-03
41753,2012-04-22
41753,2012-05-19
41753,2012-05-22
41753,2012-08-26
41753,2012-09-21
41753,2012-10-09
41753,2013-04-28
41753,2013-05-12
41753,2013-05-26
41753,2013-06-10
41753,2014-01-03
41753,2014-04-05
41753,2014-05-15
41753,2014-05-23
41753,2014-10-10
41753,2014-10-17
41753,2014-10-29
41753,2014-11-10
41753,2014-12-01
41753,2015-05-04
41753,2017-01-02
41753,2017-05-21
44429,2018-08-08
44429,2018-08-14
44429,2018-08-25
44429,2018-09-16
44429,2018-11-11
47264,2011-04-23
47264,2011-05-12
47264,2012-01-06
47264,2013-01-07
47264,2015-10-20
47264,2017-01-30
47264,2017-06-23
47264,2018-09-12
52828,2011-05-01
52828,2011-05-12
52828,2011-07-04
52828,2011-08-16
52828,2011-09-20
52828,2011-10-17
52828,2011-10-23
52828,2012-01-02
52828,2012-04-12
52828,2012-05-02
52828,2012-05-07
52828,2012-05-21
52828,2012-05-29
52828,2012-08-02
52828,2012-09-23
52828,2012-10-14
52828,2012-11-03
52828,2012-11-19
52828,2012-12-31
52828,2013-01-08
52828,2013-04-07
52828,2013-05-07
52828,2013-09-11
52828,2014-04-14
52828,2014-10-22
52828,2015-10-31
52828,2017-03-14
53612,2012-04-07
53612,2012-05-01
53612,2012-06-18
53612,2012-09-23
53612,2013-02-04
53612,2013-11-20
53612,2014-01-02
53612,2014-05-15
53612,2014-06-21
53612,2014-07-08
53612,2014-12-29
53612,2015-01-03
53612,2015-07-10
53612,2016-07-10
53612,2016-08-15
53612,2016-09-01
53612,2017-01-14
53612,2017-08-06
53612,2017-08-10
53612,2017-11-27
58441,2012-04-06
58441,2012-05-06
58441,2012-07-29
58441,2014-02-17
58441,2014-03-27
58441,2014-04-08
58441,2014-05-09
58441,2014-06-15
58441,2014-06-30
58441,2014-07-08
58441,2014-08-28
58441,2014-09-21
58441,2015-01-09
58441,2015-03-05
58441,2015-07-14
58441,2016-12-31
62817,2011-06-25
62817,2011-09-23
62817,2011-10-03
62817,2011-10-29
62817,2012-01-01
62817,2012-04-15
62817,2012-04-22
62817,2012-06-03
62817,2012-07-22
62817,2012-09-23
62817,2012-10-08
62817,2012-10-17
62817,2012-11-04
62817,2012-11-19
62817,2012-12-09
62817,2013-03-03
62817,2013-03-27
62817,2013-03-30
62817,2013-04-19
62817,2013-05-04
62817,2013-05-07
62817,2013-05-12
62817,2013-05-21
62817,2013-05-25
62817,2013-06-03
62817,2013-06-18
62817,2013-10-08
62817,2013-10-13
62817,2013-12-28
62817,2014-01-03
62817,2014-02-08
62817,2014-02-22
62817,2014-03-19
62817,2014-03-28
62817,2014-04-03
62817,2014-04-17
62817,2014-05-17
62817,2014-05-23
62817,2014-05-30
62817,2014-06-04
62817,2014-06-08
62817,2014-06-10
62817,2014-06-18
62817,2014-07-01
62817,2014-07-11
62817,2014-08-02
62817,2014-08-05
62817,2014-08-09
62817,2014-08-27
62817,2014-08-27
62817,2014-08-31
62817,2014-09-07
62817,2014-09-10
62817,2014-09-13
62817,2014-10-05
62817,2014-10-09
62817,2014-11-10
62817,2014-12-28
62817,2015-05-15
62817,2016-05-16
62817,2016-12-04
62817,2017-10-04
62817,2017-11-02
62817,2018-04-15
62817,2018-04-18
62817,2018-04-18
62817,2018-04-25
62817,2018-05-23
62817,2018-06-12
62817,2018-06-12
62817,2018-06-15
62817,2018-07-20
62817,2018-08-07
62817,2018-08-22
77190,2011-07-11
77190,2012-08-29
77190,2012-09-24
77190,2012-11-20
77190,2012-12-17
77190,2013-04-08
77190,2013-04-27
77190,2013-05-21
77190,2013-05-30
77190,2013-07-10
77190,2013-07-21
77190,2013-07-30
77190,2014-04-09
77190,2014-04-28
77190,2014-05-16
77190,2014-05-25
77190,2014-05-28
77190,2014-05-28
77190,2014-05-28
77190,2014-06-02
77190,2014-08-14
77190,2014-09-26
77190,2015-01-05
77190,2015-07-28
77190,2015-08-10
77190,2015-09-15
77190,2015-09-15
77190,2015-09-15
77190,2016-09-29
77190,2016-10-02
77190,2017-08-12
77190,2018-08-13
77190,2018-08-16
88949,2011-05-17
88949,2011-06-28
88949,2011-07-15
88949,2011-07-26
88949,2011-08-21
88949,2011-08-31
88949,2011-09-11
88949,2011-09-23
88949,2011-09-29
88949,2011-10-04
88949,2011-10-18
88949,2011-10-30
88949,2011-11-13
88949,2011-11-21
88949,2011-12-28
88949,2012-01-11
88949,2012-03-10
88949,2012-04-01
88949,2012-04-15
88949,2012-04-26
88949,2012-05-01
88949,2012-05-06
88949,2012-05-12
88949,2012-05-16
88949,2012-05-25
88949,2012-05-29
88949,2012-06-01
88949,2012-06-08
88949,2012-06-11
88949,2012-06-18
88949,2012-07-18
88949,2012-08-10
88949,2012-08-14
88949,2012-08-26
88949,2012-08-29
88949,2012-09-25
88949,2012-10-10
88949,2012-11-04
88949,2012-11-27
88949,2013-01-03
88949,2013-01-08
88949,2013-02-27
88949,2013-04-01
88949,2013-04-22
88949,2013-05-02
88949,2013-05-07
88949,2013-05-14
88949,2013-05-31
88949,2013-06-08
88949,2013-06-21
88949,2013-07-07
88949,2013-07-13
88949,2013-08-08
88949,2013-09-06
88949,2013-09-11
88949,2013-10-05
88949,2013-10-13
88949,2013-10-22
88949,2014-01-04
88949,2014-03-31
88949,2014-04-07
88949,2014-04-17
88949,2014-04-23
88949,2014-05-05
88949,2014-05-14
88949,2014-06-03
88949,2014-09-06
88949,2014-09-12
88949,2014-09-21
88949,2014-10-05
88949,2014-11-10
88949,2015-01-02
88949,2015-04-06
88949,2015-04-15
88949,2015-05-04
88949,2015-05-16
88949,2015-05-24
88949,2015-06-03
88949,2015-06-20
88949,2015-07-17
88949,2015-09-01
88949,2016-01-25
88949,2016-06-16
101397,2011-08-01
101397,2011-10-18
101397,2013-04-07
101397,2013-05-05
101397,2013-05-10
101397,2013-05-17
101397,2013-05-22
101397,2013-09-14
101397,2013-11-09
101397,2014-01-04
101397,2014-04-02
101397,2014-04-29
101397,2014-05-25
101397,2014-10-07
101397,2014-11-11
101397,2014-12-31
101397,2015-06-10
101397,2015-08-09
101397,2015-10-19
101397,2015-10-29
101397,2015-11-16
101397,2015-11-25
101397,2016-01-02
101397,2016-01-06
101397,2016-02-02
101397,2016-02-28
101397,2016-03-10
101397,2016-05-08
101397,2017-01-01
101397,2017-03-19
101397,2017-04-11
101397,2017-08-21
101397,2017-08-25
101397,2017-09-15
101397,2017-09-17
101397,2017-10-03
101397,2017-10-15
101397,2017-10-25
101397,2017-11-25
101397,2018-01-01
101397,2018-04-10
101397,2018-04-17
101397,2018-05-14
101397,2018-06-01
101397,2018-07-08
101397,2018-08-05
101397,2018-08-25
101397,2018-09-03
101397,2018-10-28
101397,2018-11-10
108038,2012-07-25
108164,2012-02-26
108164,2015-12-01
108164,2016-05-31
108164,2017-12-27
108164,2018-01-03
108537,2017-11-19
108537,2018-04-02
108537,2018-04-11
114786,2012-02-27
114786,2012-12-11
114786,2013-07-10
114786,2013-09-06
114786,2013-09-25
114786,2013-09-30
114786,2013-10-14
114786,2013-10-29
114786,2013-11-18
114786,2013-12-01
114786,2014-04-30
114786,2014-10-21
114786,2014-11-02
114786,2014-12-03
114786,2014-12-26
114786,2014-12-29
114786,2015-03-30
114786,2015-04-18
114786,2015-04-24
114786,2015-05-05
114786,2015-05-26
114786,2015-06-22
114786,2015-06-30
114786,2015-08-14
114786,2015-08-28
114786,2015-09-17
114786,2015-09-23
114786,2015-10-07
114786,2015-10-24
114786,2016-03-31
114786,2016-05-13
114786,2016-06-13
114786,2016-06-23
114786,2016-09-02
114786,2016-09-23
114786,2017-01-07
114786,2017-01-26
114786,2017-02-17
114786,2017-04-07
114786,2017-04-18
114786,2017-07-07
114786,2017-07-13
114786,2017-09-04
114786,2018-04-01
114786,2018-04-23
114786,2018-05-22
114786,2018-06-19
114786,2018-08-22
114786,2018-10-23
127912,2012-08-28
127912,2013-04-01
127912,2013-04-29
127912,2015-06-25
127912,2015-07-21
127912,2015-07-28
127912,2015-11-01
127912,2016-01-03
127912,2017-07-31
127912,2018-04-28
127912,2018-05-29
127912,2018-06-20
127912,2018-07-08
127912,2018-07-22
127912,2018-09-16
127912,2018-09-24
127912,2018-10-01
127912,2018-10-10
128471,2011-09-15
128471,2012-06-27
128471,2012-06-30
128471,2013-01-20
128471,2013-02-08
128471,2013-03-15
128471,2013-08-20
128471,2014-07-28
128488,2012-04-18
128488,2012-06-06
128488,2012-07-12
128488,2012-08-21
128488,2012-10-11
128488,2013-07-15
128488,2013-07-22
128488,2013-08-02
130225,2012-08-04
130231,2011-07-14
130231,2011-08-16
130231,2011-08-22
130231,2011-09-08
130231,2011-09-13
130231,2018-11-06
135956,2011-09-18
135956,2012-04-05
135956,2012-04-18
135956,2012-05-14
135956,2012-05-26
135956,2012-06-24
135956,2012-08-29
135956,2013-02-05
135956,2014-07-14
135956,2014-09-02
135956,2014-10-01
135956,2015-03-01
135956,2015-07-04
135956,2015-08-21
135956,2015-08-30
135956,2015-09-06
135956,2015-10-01
135956,2016-03-01
135956,2016-09-02
135956,2016-10-16
135956,2017-02-01
135956,2017-03-01
135956,2018-10-01
139351,2018-04-02
139351,2018-04-17
139351,2018-04-24
139351,2018-05-05
139351,2018-05-22
139351,2018-05-26
139351,2018-06-27
139351,2018-07-30
139351,2018-09-17
139351,2018-09-25
139351,2018-10-05
139351,2018-10-13
139351,2018-10-27
139351,2018-11-02
139804,2011-07-23
139804,2012-03-28
139804,2013-03-31
139804,2013-04-09
139804,2013-05-02
139804,2018-10-21
140269,2011-07-11
140269,2011-08-27
140269,2011-09-09
140269,2011-09-22
140269,2011-09-27
140269,2011-10-01
140269,2011-10-11
140269,2011-10-23
140269,2011-10-28
140269,2011-11-03
140269,2011-11-08
140269,2011-11-16
140269,2011-12-29
140269,2012-01-20
140269,2012-03-07
140269,2012-03-12
140269,2012-03-19
140269,2012-03-21
140269,2012-03-26
140269,2012-03-29
140269,2012-04-05
140269,2012-04-15
140269,2012-04-27
140269,2012-04-30
140269,2012-05-06
140269,2012-05-15
140269,2012-05-21
140269,2012-05-28
140269,2012-05-30
140269,2012-06-03
140269,2012-06-05
140269,2012-06-08
140269,2012-06-19
140269,2012-07-04
140269,2012-07-09
140269,2012-07-16
140269,2012-07-19
140269,2012-07-31
140269,2012-08-07
140269,2012-08-12
140269,2012-08-20
140269,2012-08-22
140269,2012-08-26
140269,2012-08-31
140269,2012-09-06
140269,2012-09-09
140269,2012-09-14
140269,2012-09-21
140269,2012-09-25
140269,2012-10-02
140269,2012-10-08
140269,2012-10-19
140269,2012-10-24
140269,2012-11-04
140269,2012-12-11
140269,2012-12-28
140269,2013-01-07
140269,2013-02-18
140269,2013-03-05
140269,2013-03-17
140269,2013-03-25
140269,2013-04-14
140269,2013-04-21
140269,2013-04-25
140269,2013-05-01
140269,2013-05-06
140269,2013-05-14
140269,2013-05-31
140269,2013-06-06
140269,2013-08-26
140269,2013-09-09
140269,2013-09-30
140269,2013-10-19
140269,2013-10-27
140269,2013-11-19
140269,2013-11-26
140269,2013-12-09
140269,2013-12-30
140269,2014-03-12
140269,2014-03-25
140269,2014-04-03
140269,2014-04-07
140269,2014-04-22
140269,2014-04-28
140269,2014-05-07
140269,2014-05-13
140269,2014-05-26
140269,2014-06-02
140269,2014-06-06
140269,2014-06-09
140269,2014-06-18
140269,2014-06-22
140269,2014-06-26
140269,2014-07-07
140269,2014-08-01
140269,2014-08-07
140269,2014-08-25
140269,2014-09-08
140269,2014-09-14
140269,2014-09-22
140269,2014-09-28
140269,2014-10-07
140269,2014-10-13
140269,2014-10-17
140269,2014-10-23
140269,2014-10-26
140269,2014-11-02
140269,2014-11-09
140269,2015-01-02
140269,2015-02-23
140269,2015-03-14
140269,2015-04-04
140269,2015-04-20
140269,2015-04-26
140269,2015-05-04
140269,2015-05-10
140269,2015-05-17
140269,2015-05-24
140269,2015-05-29
140269,2015-06-08
140269,2015-06-11
140269,2015-06-17
140269,2015-06-24
140269,2015-06-29
140269,2015-07-06
140269,2015-08-11
140269,2015-11-14
140269,2015-12-27
140952,2014-10-12
140952,2015-04-07
140952,2015-05-11
140952,2015-05-30
140952,2016-03-22
140952,2016-05-06
140952,2016-07-25
140952,2017-01-10
152549,2011-07-30
152549,2011-09-08
152549,2011-09-10
152549,2011-10-04
152549,2011-10-13
152549,2011-11-16
152549,2012-04-05
152549,2012-04-12
152549,2012-04-20
152549,2012-05-30
152549,2012-06-18
152549,2012-07-22
152549,2012-07-24
152549,2012-08-17
152549,2012-09-09
152549,2012-09-27
152549,2012-11-02
152549,2013-02-26
152549,2013-05-12
152549,2013-05-21
152549,2013-06-14
152549,2013-08-20
152549,2014-08-24
152549,2014-11-16
152549,2014-12-13
152549,2014-12-25
152549,2015-01-03
152549,2015-08-10
152549,2015-09-07
152549,2016-03-08
152549,2016-03-20
152549,2016-04-06
152549,2016-04-17
152549,2016-06-13
155757,2011-08-27
155757,2011-10-10
155757,2011-10-17
155757,2011-10-24
155757,2011-11-15
155757,2011-12-27
155757,2012-01-12
155757,2012-12-13
155757,2013-08-01
155757,2013-10-30
155757,2013-11-07
155757,2014-03-22
155757,2014-04-15
155757,2014-05-15
155757,2014-10-04
160809,2011-08-29
160809,2011-09-23
160809,2011-11-09
160809,2012-01-08
160809,2012-04-05
160809,2012-05-18
160809,2012-09-19
160809,2012-09-29
160809,2013-05-13
160809,2013-09-16
160809,2014-12-01
160809,2015-05-07
160809,2015-10-06
162180,2011-09-25
164216,2012-01-01
164216,2012-04-12
164216,2012-05-02
164216,2012-05-14
164216,2012-05-26
164216,2012-07-16
164216,2012-08-01
164216,2012-08-29
164216,2012-09-24
164216,2012-10-19
164216,2012-11-18
164216,2012-11-27
164216,2012-12-03
164216,2013-02-20
164216,2013-03-29
164216,2013-05-10
164216,2013-05-18
164216,2013-05-28
164216,2013-06-03
164216,2013-06-09
164216,2013-06-18
164216,2013-08-23
164216,2014-01-04
164216,2014-04-01
164216,2015-01-01
164216,2015-04-03
164216,2015-04-20
164216,2016-01-05
164216,2018-01-09
164216,2018-05-01
164216,2018-07-03
164216,2018-09-07
164216,2018-11-04
166265,2013-03-27
166265,2013-06-03
166265,2014-03-30
166265,2014-04-01
166265,2014-04-28
166265,2014-05-10
166265,2014-05-20
166265,2014-06-10
166265,2014-07-22
166265,2014-08-27
166265,2014-09-07
166265,2014-09-27
166265,2014-10-02
166265,2014-10-05
166265,2014-10-15
166265,2014-10-27
166265,2014-11-02
166265,2014-11-11
166265,2014-11-23
166265,2014-12-08
166265,2015-01-25
166265,2015-02-03
166265,2015-02-19
166265,2015-03-15
166265,2015-03-30
166265,2015-04-06
166265,2015-04-24
166265,2015-05-03
166265,2015-05-13
166265,2015-05-17
166265,2015-06-04
166265,2015-06-10
166265,2015-06-22
166265,2015-07-09
166265,2015-09-22
166265,2015-09-24
166265,2015-10-12
166265,2016-02-22
166265,2016-03-09
166265,2016-03-15
166265,2016-03-22
166265,2016-05-04
166265,2016-05-08
166265,2016-05-13
166265,2016-05-17
166265,2016-05-22
166265,2016-05-26
166265,2016-05-31
166265,2016-06-05
166265,2016-06-12
166265,2016-06-26
166265,2016-07-04
166265,2016-07-08
166265,2016-07-13
166265,2016-07-16
166265,2016-08-05
166265,2016-08-18
166265,2016-09-01
166265,2016-10-29
166265,2016-11-14
166265,2016-11-17
166265,2016-12-03
166265,2016-12-12
166265,2016-12-19
166265,2017-01-26
166265,2017-02-06
166265,2017-02-16
166265,2017-03-07
166265,2017-04-17
166265,2017-05-27
166265,2017-07-29
166265,2017-08-05
166265,2017-08-10
166265,2017-08-13
166265,2017-08-17
166265,2017-09-05
166265,2017-10-02
166265,2017-10-08
166265,2017-10-16
166265,2017-10-31
166265,2017-11-12
166265,2017-12-11
166265,2018-01-30
166265,2018-02-03
166265,2018-02-12
166265,2018-03-12
166265,2018-03-18
166265,2018-04-02
166265,2018-04-05
166265,2018-04-09
166265,2018-04-24
166265,2018-05-01
166265,2018-05-11
166265,2018-05-15
166265,2018-05-22
166265,2018-05-28
166265,2018-06-20
166265,2018-06-23
166265,2018-07-03
166265,2018-07-13
166265,2018-08-02
166265,2018-08-04
166265,2018-09-28
166265,2018-09-30
166265,2018-10-02
166265,2018-10-14
166265,2018-10-22
166265,2018-10-29
166265,2018-11-06
166265,2018-11-17
170051,2012-04-13
170051,2012-04-27
170051,2012-05-10
170051,2012-08-21
170051,2012-10-01
170051,2013-08-03
170051,2013-08-12
170150,2011-11-11
170150,2012-05-25
170150,2012-06-18
170150,2012-10-11
170150,2012-11-30
170150,2013-01-08
170150,2013-04-08
170150,2013-04-14
170150,2013-05-12
170150,2013-05-28
170150,2013-06-30
170150,2013-07-03
170150,2013-08-06
170150,2013-08-28
170150,2013-09-04
170150,2013-09-22
170150,2013-09-29
170150,2013-11-09
170150,2014-01-28
170150,2014-03-16
170150,2014-04-30
170150,2014-05-12
170150,2014-05-17
170150,2014-08-23
170150,2014-09-14
170150,2014-09-20
170150,2014-09-24
170150,2014-10-06
170150,2014-10-13
170150,2014-11-22
170150,2014-12-29
170150,2015-01-02
170150,2015-02-20
170150,2015-03-18
170150,2015-03-23
170150,2015-04-05
170150,2015-07-14
170150,2015-08-22
170150,2015-08-25
170150,2015-08-29
170150,2015-09-05
170150,2015-09-09
170150,2015-09-26
170150,2015-10-21
170150,2015-11-06
170150,2015-11-16
170150,2015-12-10
170150,2015-12-13
170150,2015-12-26
170150,2016-02-22
170150,2016-03-26
170150,2016-04-02
170150,2016-04-06
170150,2016-04-15
170150,2016-04-29
170150,2016-05-01
170150,2016-05-12
170150,2016-08-02
170150,2016-08-10
170150,2016-08-31
170150,2016-11-08
170150,2016-12-03
170150,2017-01-13
170150,2017-08-20
170150,2017-10-10
170150,2017-10-18
170150,2017-12-05
170150,2017-12-25
170150,2018-06-30
170150,2018-08-26
170150,2018-09-21
170150,2018-11-03
171593,2011-09-19
171593,2011-10-05
171593,2012-01-07
175213,2011-09-25
175213,2011-10-01
175213,2011-10-07
175213,2011-10-12
175213,2011-10-18
175213,2011-10-29
175213,2011-11-02
175213,2011-11-06
175213,2011-11-13
175213,2012-01-06
175213,2012-01-15
175213,2012-01-24
175213,2012-01-31
175213,2012-02-11
175213,2012-02-18
175213,2012-03-02
175213,2012-03-06
175213,2012-03-13
175213,2012-03-21
175213,2012-03-27
175213,2012-04-12
175213,2012-04-15
175213,2012-05-01
175213,2012-05-27
175213,2012-06-28
175213,2012-07-13
175213,2012-09-10
175213,2012-09-30
175213,2012-10-08
175213,2012-10-17
175213,2012-11-28
175213,2012-12-24
175213,2013-05-16
175213,2013-05-29
175213,2015-08-08
178868,2011-08-08
178868,2011-09-19
178868,2011-10-03
178868,2011-10-09
178868,2011-10-18
178868,2011-11-23
178868,2012-04-12
178868,2012-05-01
178868,2012-08-28
178868,2012-09-04
178868,2012-12-18
178868,2013-06-28
178868,2013-10-05
178868,2013-11-02
178868,2013-11-09
178868,2013-11-15
178868,2014-03-03
178868,2014-03-19
178868,2014-03-31
178868,2014-04-16
178868,2014-05-07
178868,2014-05-23
178868,2014-07-03
178868,2014-07-13
178868,2014-08-12
178868,2014-08-26
178868,2014-09-29
178868,2014-10-26
178868,2014-11-02
178868,2014-11-09
178868,2015-06-12
178868,2015-06-30
178868,2015-07-14
178868,2015-08-02
178868,2015-08-09
178868,2015-09-21
178868,2015-10-13
178868,2015-12-31
181146,2011-10-01
181146,2012-03-21
181146,2012-04-27
181146,2012-05-14
181146,2012-05-21
181146,2012-06-19
181146,2012-06-30
181146,2012-07-08
181146,2012-07-17
181146,2012-08-02
181146,2012-08-31
181146,2012-10-31
181146,2012-11-05
181146,2012-11-10
181146,2012-11-16
181146,2012-11-22
181146,2013-04-13
181146,2013-05-05
181146,2013-05-12
181146,2013-05-27
181146,2013-06-04
181146,2013-06-08
181146,2013-06-17
181146,2013-06-30
181146,2013-08-05
181146,2013-09-17
181146,2013-11-13
181146,2014-05-14
181146,2014-06-03
181146,2014-06-10
181146,2014-08-03
181146,2015-05-04
181146,2015-05-22
181146,2015-10-01
181146,2015-10-02
181146,2016-07-23
183804,2011-09-23
183804,2015-04-12
183804,2015-10-03
183804,2015-12-01
183804,2017-10-31
183804,2017-12-10
183804,2017-12-30
183804,2018-01-09
183804,2018-01-12
183804,2018-01-12
183804,2018-03-08
183804,2018-03-19
183804,2018-03-31
183804,2018-04-28
183804,2018-06-07
183804,2018-06-25
183804,2018-07-12
183804,2018-08-11
183804,2018-08-16
183804,2018-08-25
183804,2018-09-08
183804,2018-09-16
183804,2018-10-03
183804,2018-10-12
183804,2018-10-22
183804,2018-10-29
183804,2018-11-03
183804,2018-11-18
191058,2012-09-19
191058,2013-02-12
191058,2013-05-03
191058,2013-05-07
191058,2013-06-15
191058,2013-08-10
191058,2013-08-21
191058,2014-07-25
191058,2014-11-18
191058,2014-12-18
191058,2015-01-11
191058,2015-03-01
191058,2015-07-03
191058,2015-10-01
191058,2016-04-30
191058,2016-07-19
191058,2016-09-04
191058,2018-08-20
191058,2018-09-30
191069,2012-04-12
191069,2012-05-01
191069,2012-05-04
191069,2012-05-28
191069,2012-08-08
191069,2013-04-14
191069,2013-04-23
191069,2013-05-22
191069,2014-02-17
191069,2014-08-06
191069,2014-08-30
191069,2014-09-01
191069,2014-10-01
191069,2015-02-04
191069,2015-06-25
191069,2015-07-04
191069,2015-07-13
191069,2015-08-22
191069,2015-09-30
191069,2017-06-28
191069,2017-09-12
191079,2012-07-05
191079,2012-07-26
191079,2013-08-21
191079,2014-04-02
191079,2014-09-01
191079,2015-06-05
191079,2015-06-12
191079,2015-06-22
191079,2015-06-30
191079,2015-07-12
191079,2015-07-17
191079,2015-07-25
191079,2015-10-02
191079,2015-10-12
191079,2015-10-21
191079,2015-10-31
191079,2016-11-18
191079,2017-03-30
191079,2017-04-21
191079,2018-09-17
191080,2011-09-11
191080,2012-04-08
191080,2012-05-27
191080,2012-07-03
191080,2012-08-26
191080,2012-09-04
191080,2012-09-14
191080,2012-09-20
191080,2012-09-24
191080,2012-10-09
191080,2012-10-14
191080,2012-10-17
191080,2012-10-27
191080,2012-10-30
191080,2013-02-10
191080,2013-03-03
191080,2013-03-14
191080,2013-04-10
191080,2013-04-15
191080,2013-05-06
191080,2013-05-20
191080,2013-05-27
191080,2013-06-03
191080,2013-07-02
191080,2013-07-03
191080,2013-07-15
191080,2013-07-30
191080,2013-09-05
191080,2014-12-12
191080,2014-12-17
191080,2014-12-22
191080,2014-12-25
191080,2014-12-30
191080,2015-01-02
191080,2015-06-11
191080,2015-06-26
191080,2015-06-29
191080,2015-07-06
191080,2015-08-26
191080,2015-08-30
191080,2015-11-28
191080,2016-01-06
191080,2016-01-29
191080,2016-02-04
191080,2016-02-19
191080,2016-11-07
191080,2016-12-14
191080,2016-12-27
191080,2017-01-05
191080,2017-01-30
191080,2017-04-27
191080,2017-05-05
191080,2017-05-21
191080,2017-09-20
191080,2017-12-10
191080,2018-08-03
191084,2011-10-19
191084,2011-10-22
191084,2011-11-05
191084,2012-02-03
191084,2012-03-15
191084,2012-03-23
191084,2012-03-29
191084,2012-04-06
191084,2012-05-14
191084,2012-05-26
191084,2012-05-28
191084,2012-05-31
191084,2012-06-04
191084,2012-07-06
191084,2012-08-25
191084,2012-09-09
191084,2012-09-23
191084,2012-11-01
191084,2012-11-04
191084,2012-11-09
191084,2012-11-13
191084,2012-12-21
191084,2013-01-01
191084,2013-01-05
191084,2013-03-01
191084,2013-03-05
191084,2013-03-15
191084,2013-03-22
191084,2013-03-28
191084,2013-04-02
191084,2013-04-10
191084,2013-04-22
191084,2013-05-01
191084,2013-05-05
191084,2013-05-08
191084,2013-05-16
191084,2013-05-22
191084,2013-06-03
191084,2013-06-10
191084,2013-06-27
191084,2013-08-03
191084,2013-08-11
191084,2013-09-07
191084,2013-09-16
191084,2013-10-20
191084,2013-11-18
191084,2013-11-26
191084,2013-11-29
191084,2013-12-05
191084,2014-03-20
191084,2014-04-05
191084,2014-04-26
191084,2014-04-29
191084,2014-06-11
191084,2014-07-01
191084,2014-10-06
191084,2014-10-15
191084,2014-12-27
191084,2015-04-13
191084,2015-05-07
191084,2015-05-17
191084,2015-05-27
191084,2015-06-04
191084,2015-07-07
191084,2015-07-14
191084,2015-08-31
191084,2015-12-14
191084,2016-12-03
191084,2016-12-23
191084,2017-02-16
191084,2017-08-05
191084,2017-09-09
191084,2017-10-11
191084,2018-06-01
191084,2018-08-21
191084,2018-09-01
191088,2012-08-10
191088,2013-07-12
191088,2013-09-14
191088,2013-12-09
191088,2015-05-31
191088,2015-06-01
191088,2015-08-30
191088,2016-02-20
191088,2016-04-14
191088,2016-04-23
191088,2016-04-29
191088,2016-06-15
191088,2016-10-17
191088,2018-08-28
199411,2011-09-26
199411,2011-10-04
199411,2011-10-10
199411,2011-10-23
199411,2011-11-03
199411,2011-11-13
199411,2011-11-21
199411,2011-12-05
199411,2011-12-12
199411,2011-12-19
199411,2012-01-01
199411,2012-01-09
199411,2012-04-09
199411,2012-04-19
199411,2012-04-25
199411,2012-05-13
